trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
183,False,"{'a': 0.5, 'e': 0.2777594021250632}",25,2,-6.576757195866698,"{0: 19, 1: 2, 2: 2, 3: 0, 4: 0}",1
184,False,"{'a': 0.5, 'e': 0.27582187556470933}",25,15,9.400009147729072,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
185,False,"{'a': 0.5, 'e': 0.2738978643314456}",25,0,13.420232705366056,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
186,False,"{'a': 0.5, 'e': 0.2719872741483365}",35,17,10.06816614245298,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
187,False,"{'a': 0.5, 'e': 0.270090011396081}",20,1,30.411516587186306,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
188,False,"{'a': 0.5, 'e': 0.2682059831084244}",20,6,25.385513100270526,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
189,False,"{'a': 0.5, 'e': 0.2663350969676039}",25,9,29.6062587456863,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
190,False,"{'a': 0.5, 'e': 0.26447726129982396}",25,0,2.235191108278685,"{0: 23, 1: 0, 2: 1, 3: 1, 4: 0}",0
191,False,"{'a': 0.5, 'e': 0.26263238507076536}",30,19,6.320460133619371,"{0: 9, 1: 2, 2: 0, 3: 0, 4: 0}",1
192,False,"{'a': 0.5, 'e': 0.26080037788112365}",30,9,-8.257066214484368,"{0: 18, 1: 1, 2: 1, 3: 1, 4: 0}",1
193,False,"{'a': 0.5, 'e': 0.25898114996218}",30,15,26.507275386044096,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
194,False,"{'a': 0.5, 'e': 0.2571746121714024}",30,20,15.731918136429703,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
195,False,"{'a': 0.5, 'e': 0.2553806759880777}",30,22,13.969690767168832,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
196,False,"{'a': 0.5, 'e': 0.25359925350897383}",25,9,-8.138229495820944,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 0}",1
197,False,"{'a': 0.5, 'e': 0.25183025744403303}",30,0,-10.703794680646888,"{0: 25, 1: 1, 2: 4, 3: 0, 4: 0}",0
198,False,"{'a': 0.5, 'e': 0.2500736011120941}",20,0,29.241985683305895,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
199,False,"{'a': 0.5, 'e': 0.24832919843664528}",25,19,6.313755745342525,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
200,False,"{'a': 0.5, 'e': 0.24659696394160643}",20,10,-24.454670994747254,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
201,False,"{'a': 0.5, 'e': 0.24487681274714082}",20,0,5.644289028360722,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
202,False,"{'a': 0.5, 'e': 0.24316866056549566}",20,0,22.637280992156857,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
203,False,"{'a': 0.5, 'e': 0.24147242369687225}",20,14,10.933602880926502,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
204,False,"{'a': 0.5, 'e': 0.2397880190253247}",25,7,11.710055668154844,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
205,False,"{'a': 0.5, 'e': 0.23811536401468703}",30,0,20.801330456367126,"{0: 28, 1: 0, 2: 2, 3: 0, 4: 0}",0
206,False,"{'a': 0.5, 'e': 0.2364543767045291}",35,21,-11.037374097343706,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 0}",1
207,False,"{'a': 0.5, 'e': 0.2348049757061403}",35,23,-31.144305923751862,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
208,False,"{'a': 0.5, 'e': 0.2331670801985418}",25,9,10.199188820025173,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
209,False,"{'a': 0.5, 'e': 0.2315406099245259}",20,8,20.188170758146583,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
210,False,"{'a': 0.5, 'e': 0.22992548518672384}",20,0,30.5945305045714,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
211,False,"{'a': 0.5, 'e': 0.22832162684370022}",20,12,11.199920972682367,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
212,False,"{'a': 0.5, 'e': 0.22672895630607542}",20,0,15.399082718921482,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
213,False,"{'a': 0.5, 'e': 0.22514739553267432}",30,9,-21.813947656727933,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 1}",1
214,False,"{'a': 0.5, 'e': 0.22357686702670268}",20,0,16.90010037212807,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
215,False,"{'a': 0.5, 'e': 0.22201729383194937}",30,18,5.041492846707487,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
216,False,"{'a': 0.5, 'e': 0.22046859952901593}",20,0,-77.97566328246093,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 2}",0
217,False,"{'a': 0.5, 'e': 0.2189307082315715}",25,3,-6.325415402517558,"{0: 18, 1: 2, 2: 1, 3: 1, 4: 0}",1
218,False,"{'a': 0.5, 'e': 0.21740354458263497}",20,9,15.642482943088961,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
219,False,"{'a': 0.5, 'e': 0.2158870337508818}",25,15,5.6607130520435245,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
220,False,"{'a': 0.5, 'e': 0.21438110142697794}",30,15,-37.67398563870173,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 1}",1
221,False,"{'a': 0.5, 'e': 0.21288567381993817}",25,16,13.05654485090787,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
222,False,"{'a': 0.5, 'e': 0.21140067765351048}",35,15,-31.723630732029676,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",1
223,False,"{'a': 0.5, 'e': 0.20992604016258565}",20,8,-19.138529498870568,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
224,False,"{'a': 0.5, 'e': 0.20846168908963153}",35,18,-16.539434704522954,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 1}",1
225,False,"{'a': 0.5, 'e': 0.20700755268115265}",30,16,12.444942869131179,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
226,False,"{'a': 0.5, 'e': 0.2055635596841739}",30,16,13.584006822789329,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
227,False,"{'a': 0.5, 'e': 0.20412963934274964}",20,2,-7.5817609314243555,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 0}",1
228,False,"{'a': 0.5, 'e': 0.2027057213944961}",25,0,20.52436669367359,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
229,False,"{'a': 0.5, 'e': 0.2012917360671491}",25,11,11.400144689200006,"{0: 12, 1: 2, 2: 0, 3: 0, 4: 0}",1
230,False,"{'a': 0.5, 'e': 0.1998876140751445}",30,8,17.774909731503023,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 0}",1
231,False,"{'a': 0.5, 'e': 0.19849328661622387}",25,3,-14.009153518553441,"{0: 20, 1: 1, 2: 0, 3: 0, 4: 1}",1
232,False,"{'a': 0.5, 'e': 0.19710868536806264}",25,0,28.431713871534633,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
233,False,"{'a': 0.5, 'e': 0.19573374248492273}",25,11,2.71131540249696,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
234,False,"{'a': 0.5, 'e': 0.19436839059432767}",20,13,14.098515959797858,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
235,False,"{'a': 0.5, 'e': 0.19301256279376172}",20,0,16.93105333949642,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
236,False,"{'a': 0.5, 'e': 0.19166619264739126}",30,8,-10.051992592282986,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 1}",1
237,False,"{'a': 0.5, 'e': 0.19032921418280985}",30,17,20.00025104773739,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
238,False,"{'a': 0.5, 'e': 0.18900156188780515}",20,2,1.4646076889952553,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 0}",1
239,False,"{'a': 0.5, 'e': 0.18768317070714904}",20,16,8.989862796175979,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
240,False,"{'a': 0.5, 'e': 0.18637397603940997}",25,9,7.419034358065333,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
241,False,"{'a': 0.5, 'e': 0.18507391373378718}",35,21,8.38617799438969,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
242,False,"{'a': 0.5, 'e': 0.18378292008696764}",25,18,13.684484616825545,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
243,False,"{'a': 0.5, 'e': 0.1825009318400043}",20,0,-3.82773246197009,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
244,False,"{'a': 0.5, 'e': 0.1812278861752166}",30,16,-42.09106563920004,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 1}",1
245,False,"{'a': 0.5, 'e': 0.17996372071311217}",20,12,-34.5879885332374,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 1}",1
246,False,"{'a': 0.5, 'e': 0.17870837350933053}",20,10,13.25146076759805,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
247,False,"{'a': 0.5, 'e': 0.17746178305160745}",20,0,-20.623580478518,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
248,False,"{'a': 0.5, 'e': 0.1762238882567611}",30,22,16.794192916303935,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
249,False,"{'a': 0.5, 'e': 0.17499462846769887}",20,2,20.70641207223265,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
250,False,"{'a': 0.5, 'e': 0.17377394345044514}",20,11,6.691922468620634,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
251,False,"{'a': 0.5, 'e': 0.17256177339118975}",25,15,12.853862494482208,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
252,False,"{'a': 0.5, 'e': 0.17135805889335737}",25,5,19.25504098655114,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
253,False,"{'a': 0.5, 'e': 0.1701627409746967}",30,16,-81.65409068165931,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 2}",1
254,False,"{'a': 0.5, 'e': 0.16897576106439058}",35,14,27.95412917522465,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 0}",1
255,False,"{'a': 0.5, 'e': 0.16779706100018585}",20,9,18.205027091433948,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
256,False,"{'a': 0.5, 'e': 0.16662658302554365}",30,22,5.2163535006524775,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
257,False,"{'a': 0.5, 'e': 0.16546426978680895}",30,12,-25.227816151640358,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
258,False,"{'a': 0.5, 'e': 0.16431006433040046}",20,2,22.180883970826205,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
259,False,"{'a': 0.5, 'e': 0.16316391010001996}",20,14,9.333930032252251,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
260,False,"{'a': 0.5, 'e': 0.16202575093388075}",30,8,17.624481909648143,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 0}",1
261,False,"{'a': 0.5, 'e': 0.16089553106195606}",20,0,6.786676416420466,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
262,False,"{'a': 0.5, 'e': 0.15977319510324592}",25,12,15.656061182295183,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
263,False,"{'a': 0.5, 'e': 0.15865868806306388}",30,15,31.124721084263868,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
264,False,"{'a': 0.5, 'e': 0.15755195533034191}",25,9,31.015544559330877,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
265,False,"{'a': 0.5, 'e': 0.15645294267495474}",25,18,15.417662750100076,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
266,False,"{'a': 0.5, 'e': 0.15536159624506227}",25,0,-21.82049878512716,"{0: 20, 1: 3, 2: 1, 3: 1, 4: 0}",0
267,False,"{'a': 0.5, 'e': 0.15427786256447115}",20,8,16.00862030310806,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
268,False,"{'a': 0.5, 'e': 0.15320168853001417}",20,11,13.117361558589021,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
269,False,"{'a': 0.5, 'e': 0.15213302140894833}",20,10,20.47710714431792,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
270,False,"{'a': 0.5, 'e': 0.15107180883637084}",20,10,19.4247716271502,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
271,False,"{'a': 0.5, 'e': 0.15001799881265335}",35,18,33.08636718494692,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
272,False,"{'a': 0.5, 'e': 0.1489715397008938}",20,16,9.830010298498932,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
273,False,"{'a': 0.5, 'e': 0.1479323802243864}",20,6,13.21089484599738,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
274,False,"{'a': 0.5, 'e': 0.1469004694641088}",25,16,3.4056818631965022,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
275,False,"{'a': 0.5, 'e': 0.14587575685622736}",30,18,18.630062634997774,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
276,False,"{'a': 0.5, 'e': 0.14485819218961926}",25,0,-35.60744569793647,"{0: 22, 1: 0, 2: 1, 3: 1, 4: 1}",0
277,False,"{'a': 0.5, 'e': 0.14384772560341216}",25,18,11.915761831175931,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
278,False,"{'a': 0.5, 'e': 0.14284430758454122}",20,14,4.298443205379954,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
279,False,"{'a': 0.5, 'e': 0.14184788896532272}",20,13,1.526361265383354,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
280,False,"{'a': 0.5, 'e': 0.140858420921045}",25,7,-12.943702959277491,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
281,False,"{'a': 0.5, 'e': 0.13987585496757585}",20,0,29.57965806389077,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
282,False,"{'a': 0.5, 'e': 0.138900142958987}",25,2,29.435247452631256,"{0: 22, 1: 1, 2: 0, 3: 0, 4: 0}",1
283,False,"{'a': 0.5, 'e': 0.13793123708519478}",20,0,26.514493417047138,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
284,False,"{'a': 0.5, 'e': 0.13696908986961753}",20,0,17.516607821208446,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
285,False,"{'a': 0.5, 'e': 0.13601365416684916}",20,16,6.412239923890848,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
286,False,"{'a': 0.5, 'e': 0.13506488316034906}",20,14,11.142506966715999,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
287,False,"{'a': 0.5, 'e': 0.13412273036014816}",20,9,-19.335122418708423,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
288,False,"{'a': 0.5, 'e': 0.1331871496005706}",20,13,10.675492849841218,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
289,False,"{'a': 0.5, 'e': 0.13225809503797206}",30,17,22.40424349854519,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
290,False,"{'a': 0.5, 'e': 0.13133552114849303}",25,11,23.62060707954293,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
291,False,"{'a': 0.5, 'e': 0.13041938272582848}",20,7,-23.325770662949385,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 1}",1
292,False,"{'a': 0.5, 'e': 0.12950963487901218}",25,10,15.347407213175437,"{0: 13, 1: 2, 2: 0, 3: 0, 4: 0}",1
293,False,"{'a': 0.5, 'e': 0.12860623303021773}",20,6,24.961820284166556,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
294,False,"{'a': 0.5, 'e': 0.12770913291257383}",25,16,-23.58445577732254,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
295,False,"{'a': 0.5, 'e': 0.1268182905679951}",25,13,6.862390614137263,"{0: 10, 1: 2, 2: 0, 3: 0, 4: 0}",1
296,False,"{'a': 0.5, 'e': 0.12593366234502845}",20,7,21.12069934751662,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
297,False,"{'a': 0.5, 'e': 0.12505520489671398}",25,18,11.752249982159018,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
298,False,"{'a': 0.5, 'e': 0.12418287517846102}",20,2,22.763334133385225,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
299,False,"{'a': 0.5, 'e': 0.12331663044593871}",30,20,17.016872708206474,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
300,False,"{'a': 0.5, 'e': 0.1224564282529819}",25,16,15.222141835071763,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
301,False,"{'a': 0.5, 'e': 0.121602226449511}",35,17,33.47215161013194,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
302,False,"{'a': 0.5, 'e': 0.12075398317946681}",25,5,15.374370125787813,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",1
303,False,"{'a': 0.5, 'e': 0.11991165687875927}",25,11,22.087604437385274,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
304,False,"{'a': 0.5, 'e': 0.11907520627323114}",30,16,2.9142370257555568,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
305,False,"{'a': 0.5, 'e': 0.1182445903766354}",20,0,-35.59479480918317,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
306,False,"{'a': 0.5, 'e': 0.11741976848862698}",20,7,-15.273193780714648,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
307,False,"{'a': 0.5, 'e': 0.11660070019276822}",25,19,3.713560260039227,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
308,False,"{'a': 0.5, 'e': 0.1157873453545488}",20,16,6.889433937717023,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
309,False,"{'a': 0.5, 'e': 0.11497966411941893}",25,20,10.342822481580152,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
310,False,"{'a': 0.5, 'e': 0.1141776169108365}",25,17,15.95916382129956,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
311,False,"{'a': 0.5, 'e': 0.11338116442832771}",25,18,0.4173955512621259,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
312,False,"{'a': 0.5, 'e': 0.11259026764556165}",25,11,27.665766080248474,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
313,False,"{'a': 0.5, 'e': 0.11180488780843774}",20,0,2.1792958729374416,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
314,False,"{'a': 0.5, 'e': 0.11102498643318673}",20,13,15.140120456254706,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
315,False,"{'a': 0.5, 'e': 0.11025052530448522}",25,14,20.48072994003912,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
316,False,"{'a': 0.5, 'e': 0.10948146647358296}",20,12,15.81463625765619,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
317,False,"{'a': 0.5, 'e': 0.10871777225644341}",20,10,-4.931487299630934,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
318,False,"{'a': 0.5, 'e': 0.10795940523189702}",35,18,18.89927991136729,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
319,False,"{'a': 0.5, 'e': 0.10720632823980793}",20,16,8.325270398373496,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
320,False,"{'a': 0.5, 'e': 0.1064585043792528}",20,8,-19.143341329271095,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
321,False,"{'a': 0.5, 'e': 0.10571589700671291}",20,6,17.58890853418356,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
322,False,"{'a': 0.5, 'e': 0.10497846973427834}",25,16,13.443954459751083,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
323,False,"{'a': 0.5, 'e': 0.10424618642786522}",30,23,14.882780586435947,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
324,False,"{'a': 0.5, 'e': 0.10351901120544502}",25,15,7.104648028523705,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
325,False,"{'a': 0.5, 'e': 0.1027969084352864}",35,23,19.27775942756894,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
326,False,"{'a': 0.5, 'e': 0.10207984273420903}",20,16,9.031753361396218,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
327,False,"{'a': 0.5, 'e': 0.10136777896585017}",20,0,21.431805637112994,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
328,False,"{'a': 0.5, 'e': 0.10066068223894266}",25,16,3.3389197258560905,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
329,False,"{'a': 0.5, 'e': 0.09995851790560546}",20,12,15.33715426605568,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
330,False,"{'a': 0.5, 'e': 0.09926125155964566}",30,6,39.92848663913228,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
331,False,"{'a': 0.5, 'e': 0.09856884903487283}",30,13,-42.12017349446241,"{0: 14, 1: 0, 2: 1, 3: 1, 4: 1}",1
332,False,"{'a': 0.5, 'e': 0.09788127640342477}",30,13,-20.90409208305526,"{0: 14, 1: 2, 2: 0, 3: 0, 4: 1}",1
333,False,"{'a': 0.5, 'e': 0.09719849997410487}",20,2,36.077082879624115,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
334,False,"{'a': 0.5, 'e': 0.09652048629073155}",25,0,16.42489042889071,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
335,False,"{'a': 0.5, 'e': 0.09584720213049865}",25,4,-6.018690689032091,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 1}",1
336,False,"{'a': 0.5, 'e': 0.09517861450234763}",30,23,13.413896081218027,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
337,False,"{'a': 0.5, 'e': 0.09451469064535088}",30,22,17.737331445040148,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
338,False,"{'a': 0.5, 'e': 0.09385539802710659}",20,8,9.602826983128683,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
339,False,"{'a': 0.5, 'e': 0.09320070434214457}",20,11,15.298847389673343,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
340,False,"{'a': 0.5, 'e': 0.09255057751034329}",25,20,8.582678418125704,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
341,False,"{'a': 0.5, 'e': 0.09190498567535783}",20,6,-33.48611456208839,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
342,False,"{'a': 0.5, 'e': 0.09126389720305915}",20,10,21.861029171576416,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
343,False,"{'a': 0.5, 'e': 0.09062728067998384}",30,16,28.180416706973812,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
344,False,"{'a': 0.5, 'e': 0.08999510491179491}",25,6,32.290628587600445,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
345,False,"{'a': 0.5, 'e': 0.08936733892175319}",20,13,12.318633841388902,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
346,False,"{'a': 0.5, 'e': 0.08874395194919957}",20,2,16.493998513352008,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
347,False,"{'a': 0.5, 'e': 0.08812491344804767}",20,15,-1.0469681105400304,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
348,False,"{'a': 0.5, 'e': 0.08751019308528712}",20,2,4.232399792379004,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
349,False,"{'a': 0.5, 'e': 0.08689976073949708}",20,12,14.13106245165961,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
350,False,"{'a': 0.5, 'e': 0.0862935864993705}",25,8,29.919654694648198,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
351,False,"{'a': 0.5, 'e': 0.08569164066224835}",35,24,5.204050479710628,"{0: 9, 1: 2, 2: 0, 3: 0, 4: 0}",1
352,False,"{'a': 0.5, 'e': 0.08509389373266411}",20,9,-11.902060771555721,"{0: 9, 1: 0, 2: 1, 3: 1, 4: 0}",1
353,False,"{'a': 0.5, 'e': 0.08450031642089868}",25,9,31.11593778884395,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
354,False,"{'a': 0.5, 'e': 0.083910879641545}",20,4,25.310525811138174,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
355,False,"{'a': 0.5, 'e': 0.083325554512083}",25,18,10.868911069143484,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
356,False,"{'a': 0.5, 'e': 0.08274431235146412}",20,9,14.087608986403929,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
357,False,"{'a': 0.5, 'e': 0.08216712467870625}",30,16,15.723959589697879,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
358,False,"{'a': 0.5, 'e': 0.08159396321149794}",20,10,18.14604460317391,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
359,False,"{'a': 0.5, 'e': 0.08102479986481265}",25,17,2.767800539636445,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
360,False,"{'a': 0.5, 'e': 0.08045960674953244}",25,13,22.879559995272974,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
361,False,"{'a': 0.5, 'e': 0.0798983561710816}",20,12,9.362207807789918,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
362,False,"{'a': 0.5, 'e': 0.0793410206280695}",30,0,46.1777242819132,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
363,False,"{'a': 0.5, 'e': 0.07878757281094306}",25,0,0.012092402978374439,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
364,False,"{'a': 0.5, 'e': 0.07823798560064842}",20,0,-15.309304919176828,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
365,False,"{'a': 0.5, 'e': 0.07769223206730236}",35,20,28.62456847643936,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
366,False,"{'a': 0.5, 'e': 0.07715028546887258}",35,22,20.91814027952712,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
367,False,"{'a': 0.5, 'e': 0.07661211924986724}",20,7,24.461469706579127,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
